Circuit delay: 2230.00216ps
NAND-U11206: 991.21498 ps
NAND-U11207: 772.28208 ps
NAND-U11208: 967.95485 ps
NAND-U11209: 772.28208 ps
NAND-U11210: 967.95485 ps
NAND-U11211: 271.16755 ps
NAND-U11212: 790.38716 ps
NAND-U11213: 988.76701 ps
NAND-U11214: 790.38716 ps
NAND-U11215: 271.03684 ps
NAND-U11216: 988.76701 ps
NAND-U11217: 772.28208 ps
NAND-U11218: 967.95485 ps
NAND-U11219: 790.38716 ps
NAND-U11220: 273.61715 ps
NAND-U11221: 988.76701 ps
NAND-U11222: 790.38716 ps
NAND-U11223: 278.82905 ps
NAND-U11224: 988.76701 ps
NAND-U11225: 296.81326 ps
NAND-U11226: 790.38716 ps
NAND-U11227: 988.76701 ps
NAND-U11228: 790.38716 ps
NAND-U11229: 339.64195 ps
NAND-U11230: 988.76701 ps
NAND-U11231: 345.26552 ps
NAND-U11232: 786.89156 ps
NAND-U11233: 991.21498 ps
NAND-U11234: 786.89156 ps
NAND-U11235: 359.28054 ps
NAND-U11236: 991.21498 ps
NAND-U11237: 330.84834 ps
NAND-U11238: 790.38716 ps
NAND-U11239: 988.76701 ps
NAND-U11240: 342.32803 ps
NAND-U11241: 988.76701 ps
NAND-U11242: 790.38716 ps
NAND-U11243: 411.68491 ps
NAND-U11244: 988.76701 ps
NAND-U11245: 790.38716 ps
NAND-U11246: 419.52243 ps
NAND-U11247: 988.76701 ps
NAND-U11248: 790.38716 ps
NAND-U11249: 385.18901 ps
NAND-U11250: 988.76701 ps
NAND-U11251: 790.38716 ps
NAND-U11252: 388.09644 ps
NAND-U11253: 988.76701 ps
NAND-U11254: 790.38716 ps
NAND-U11255: 479.81792 ps
NAND-U11256: 991.21498 ps
NAND-U11257: 786.89156 ps
NAND-U11258: 582.37659 ps
NAND-U11259: 991.21498 ps
NAND-U11260: 786.89156 ps
NAND-U11261: 1040.08994 ps
NAND-U11262: 280.12405 ps
NAND-U11263: 975.13520 ps
NAND-U11264: 975.13520 ps
NAND-U11265: 302.74429 ps
NAND-U11266: 1168.92645 ps
NAND-U11267: 1012.93411 ps
NAND-U11268: 1017.82013 ps
NAND-U11269: 282.28596 ps
NAND-U11270: 1168.92645 ps
NAND-U11271: 1012.93411 ps
NAND-U11272: 1017.82013 ps
NAND-U11273: 300.54508 ps
NAND-U11274: 1012.93411 ps
NAND-U11275: 1017.82013 ps
NAND-U11276: 1168.92645 ps
NAND-U11277: 274.10454 ps
NAND-U11278: 1012.93411 ps
NAND-U11279: 1017.82013 ps
NAND-U11280: 1168.92645 ps
NAND-U11281: 284.72989 ps
NAND-U11282: 1017.82013 ps
NAND-U11283: 1012.93411 ps
NAND-U11284: 1168.92645 ps
NAND-U11285: 284.75557 ps
NAND-U11286: 1012.93411 ps
NAND-U11287: 1168.92645 ps
NAND-U11288: 1017.82013 ps
NAND-U11289: 316.86523 ps
NAND-U11290: 1012.93411 ps
NAND-U11291: 1168.92645 ps
NAND-U11292: 1017.82013 ps
NAND-U11293: 287.84562 ps
NAND-U11294: 1012.93411 ps
NAND-U11295: 1168.92645 ps
NAND-U11296: 1017.82013 ps
NAND-U11297: 292.23722 ps
NAND-U11298: 1012.93411 ps
NAND-U11299: 1168.92645 ps
NAND-U11300: 1017.82013 ps
NAND-U11301: 310.51632 ps
NAND-U11302: 1012.93411 ps
NAND-U11303: 1168.92645 ps
NAND-U11304: 1017.82013 ps
NAND-U11305: 353.35353 ps
NAND-U11306: 1012.93411 ps
NAND-U11307: 1168.92645 ps
NAND-U11308: 1017.82013 ps
NAND-U11309: 345.26552 ps
NAND-U11310: 1012.93411 ps
NAND-U11311: 1168.92645 ps
NAND-U11312: 1017.82013 ps
NAND-U11313: 359.28054 ps
NAND-U11314: 1012.93411 ps
NAND-U11315: 1168.92645 ps
NAND-U11316: 1017.82013 ps
NAND-U11317: 344.55107 ps
NAND-U11318: 1188.90951 ps
NAND-U11319: 1029.32063 ps
NAND-U11320: 356.03062 ps
NAND-U11321: 1029.32063 ps
NAND-U11322: 1188.90951 ps
NAND-U11323: 425.40445 ps
NAND-U11324: 1029.32063 ps
NAND-U11325: 1188.90951 ps
NAND-U11326: 433.23427 ps
NAND-U11327: 1029.32063 ps
NAND-U11328: 1188.90951 ps
NAND-U11329: 398.89162 ps
NAND-U11330: 1029.32063 ps
NAND-U11331: 1188.90951 ps
NAND-U11332: 402.89579 ps
NAND-U11333: 1029.32063 ps
NAND-U11334: 1188.90951 ps
NAND-U11335: 479.81792 ps
NAND-U11336: 1188.90951 ps
NAND-U11337: 1029.32063 ps
NAND-U11338: 582.37659 ps
NAND-U11339: 1029.32063 ps
NAND-U11340: 1188.90951 ps
NAND-U11341: 288.76692 ps
NAND-U11342: 545.80822 ps
NAND-U11343: 1033.74212 ps
OR-U11344: 1110.11733 ps
NAND-U11345: 1054.32437 ps
NAND-U11346: 302.59368 ps
NAND-U11347: 302.59368 ps
OR-U11348: 1129.15488 ps
NAND-U11349: 1058.71841 ps
NAND-U11350: 1079.30029 ps
NAND-U11351: 289.60529 ps
NAND-U11352: 635.25157 ps
NAND-U11353: 289.60529 ps
NAND-U11354: 1052.87739 ps
OR-U11355: 1120.34448 ps
NAND-U11356: 1081.55322 ps
NAND-U11357: 553.32527 ps
NAND-U11358: 301.10679 ps
OR-U11359: 1146.81664 ps
NAND-U11360: 1060.97012 ps
NAND-U11361: 290.38885 ps
NAND-U11362: 1073.78515 ps
NAND-U11363: 987.96302 ps
OR-U11364: 1063.86026 ps
NAND-U11365: 1008.54526 ps
NAND-U11366: 250.33274 ps
NAND-U11367: 300.43019 ps
NAND-U11368: 300.43019 ps
NAND-U11369: 403.09517 ps
NAND-U11370: 227.98447 ps
NAND-U11371: 403.09517 ps
NAND-U11372: 250.33274 ps
OR-U11373: 1129.15488 ps
NAND-U11374: 1058.71841 ps
NAND-U11375: 271.03684 ps
NAND-U11376: 1079.30029 ps
NAND-U11377: 262.69061 ps
NAND-U11378: 635.76040 ps
OR-U11379: 1114.71252 ps
NAND-U11380: 1044.27605 ps
NAND-U11381: 1064.85793 ps
NAND-U11382: 612.34770 ps
NAND-U11383: 223.00022 ps
OR-U11384: 1146.81664 ps
NAND-U11385: 245.16023 ps
NAND-U11386: 1060.97012 ps
NAND-U11387: 1081.55322 ps
NAND-U11388: 276.62318 ps
NAND-U11389: 594.25074 ps
NAND-U11390: 262.68044 ps
NAND-U11391: 262.68044 ps
OR-U11392: 1129.43840 ps
NAND-U11393: 1059.00193 ps
NAND-U11394: 314.19904 ps
NAND-U11395: 1117.44440 ps
NAND-U11396: 314.54960 ps
NAND-U11397: 630.29031 ps
NAND-U11398: 314.54960 ps
NAND-U11399: 325.41914 ps
NAND-U11400: 314.54960 ps
OR-U11401: 1160.34581 ps
NAND-U11402: 283.11020 ps
NAND-U11403: 1066.25600 ps
NAND-U11404: 1086.83770 ps
NAND-U11405: 299.41575 ps
NAND-U11406: 641.92776 ps
NAND-U11407: 618.62028 ps
NAND-U11408: 299.41575 ps
NAND-U11409: 299.41575 ps
NAND-U11410: 1060.97012 ps
NAND-U11411: 1045.06972 ps
NAND-U11412: 312.21880 ps
NAND-U11413: 299.41575 ps
NAND-U11414: 1081.55322 ps
NAND-U11415: 342.76553 ps
NAND-U11416: 342.76553 ps
NAND-U11417: 323.77507 ps
NAND-U11418: 323.77507 ps
NAND-U11419: 323.77507 ps
NAND-U11420: 1086.83774 ps
OR-U11421: 1133.72314 ps
NAND-U11422: 1078.91604 ps
NAND-U11423: 317.86015 ps
NAND-U11424: 727.21333 ps
NAND-U11425: 1053.56918 ps
OR-U11426: 1126.97502 ps
NAND-U11427: 359.28054 ps
NAND-U11428: 302.08619 ps
NAND-U11429: 1074.15125 ps
NAND-U11430: 303.44286 ps
OR-U11431: 1146.81664 ps
NAND-U11432: 1060.97012 ps
NAND-U11433: 1081.55322 ps
NAND-U11434: 304.69442 ps
NAND-U11435: 1060.97012 ps
NAND-U11436: 1045.06972 ps
NAND-U11437: 314.92285 ps
NAND-U11438: 270.80392 ps
NAND-U11439: 1081.55322 ps
NAND-U11440: 317.01184 ps
OR-U11441: 1146.81664 ps
NAND-U11442: 1060.97012 ps
NAND-U11443: 384.24584 ps
NAND-U11444: 1081.55322 ps
NAND-U11445: 1060.97012 ps
NAND-U11446: 1045.06972 ps
NAND-U11447: 392.09876 ps
NAND-U11448: 355.56760 ps
NAND-U11449: 1081.55322 ps
NAND-U11450: 362.77276 ps
OR-U11451: 1146.81664 ps
NAND-U11452: 357.78378 ps
NAND-U11453: 1060.97012 ps
NAND-U11454: 1081.55322 ps
NAND-U11455: 362.77276 ps
NAND-U11456: 386.89582 ps
NAND-U11457: 1060.97012 ps
NAND-U11458: 1045.06972 ps
NAND-U11459: 358.49776 ps
NAND-U11460: 386.89582 ps
NAND-U11461: 1081.55322 ps
OR-U11462: 1133.72310 ps
NAND-U11463: 1066.25600 ps
NAND-U11464: 452.41249 ps
NAND-U11465: 437.89673 ps
NAND-U11466: 1099.49881 ps
NAND-U11467: 523.38458 ps
NOT-U11468: 539.19920 ps
OR-U11469: 1129.15488 ps
NAND-U11470: 1058.71841 ps
NAND-U11471: 523.38458 ps
NAND-U11472: 568.67403 ps
NAND-U11473: 1079.30029 ps
NAND-U11474: 614.44225 ps
NAND-U11475: 606.72898 ps
NAND-U11476: 539.19920 ps
OR-U11477: 1133.72310 ps
NAND-U11478: 1066.25600 ps
NAND-U11479: 592.11565 ps
NAND-U11480: 1099.49881 ps
NAND-U11481: 968.02576 ps
NOT-U11482: 1424.61859 ps
NOT-U11483: 1424.61859 ps
NOT-U11484: 1424.61859 ps
NOT-U11485: 1424.61859 ps
NOT-U11486: 1424.61859 ps
NOT-U11487: 1424.61859 ps
NOT-U11488: 1424.61859 ps
NOT-U11489: 1424.61859 ps
NOT-U11490: 1424.61859 ps
NOT-U11491: 1424.61859 ps
NOT-U11492: 1424.61859 ps
OR-U11493: 992.18304 ps
NAND-U11494: 851.80191 ps
NAND-U11495: 734.24691 ps
NAND-U11496: 759.95918 ps
NAND-U11497: 885.90883 ps
NAND-U11498: 834.85072 ps
NAND-U11499: 826.77306 ps
NAND-U11500: 938.52873 ps
NAND-U11501: 2301.66365 ps
NAND-U11502: 938.52873 ps
NAND-U11503: 759.95918 ps
NAND-U11504: 744.57239 ps
NAND-U11505: 1028.51979 ps
NAND-U11506: 325.53017 ps
NAND-U11507: 938.53463 ps
NAND-U11508: 938.53463 ps
NAND-U11509: 759.96508 ps
NAND-U11510: 763.65109 ps
OR-U11511: 1110.00264 ps
NAND-U11512: 783.36698 ps
NAND-U11513: 1028.53158 ps
NAND-U11514: 782.57081 ps
NAND-U11515: 968.58390 ps
NAND-U11516: 968.58390 ps
NAND-U11517: 805.50284 ps
NAND-U11518: 768.03939 ps
OR-U11519: 1138.73071 ps
NAND-U11520: 2335.73251 ps
NAND-U11521: 302.59368 ps
NAND-U11522: 807.50944 ps
OR-U11523: 1120.72890 ps
NAND-U11524: 971.08435 ps
NAND-U11525: 890.24011 ps
NAND-U11526: 850.49514 ps
NAND-U11527: 850.49514 ps
NAND-U11528: 329.82923 ps
OR-U11529: 1110.00930 ps
NAND-U11530: 867.80490 ps
NAND-U11531: 850.49514 ps
NAND-U11532: 850.49514 ps
OR-U11533: 1110.00930 ps
NAND-U11534: 886.86934 ps
NAND-U11535: 357.44562 ps
NAND-U11536: 825.28059 ps
NAND-U11537: 825.28059 ps
NAND-U11538: 863.80158 ps
NAND-U11539: 863.80158 ps
OR-U11540: 1138.73071 ps
NAND-U11541: 899.53139 ps
NAND-U11542: 848.87336 ps
NAND-U11543: 848.87336 ps
OR-U11544: 1135.08480 ps
NAND-U11545: 919.08267 ps
NAND-U11546: 794.88709 ps
NAND-U11547: 830.75198 ps
NAND-U11548: 821.26163 ps
NAND-U11549: 821.26163 ps
NAND-U11550: 941.68600 ps
OR-U11551: 1135.08481 ps
OR-U11552: 847.17424 ps
NAND-U11553: 263.94671 ps
NAND-U11554: 967.62717 ps
OR-U11555: 1110.00452 ps
NAND-U11556: 848.87714 ps
NAND-U11557: 848.87714 ps
NAND-U11558: 319.96329 ps
NAND-U11559: 962.22360 ps
OR-U11560: 1135.08481 ps
NAND-U11561: 343.52750 ps
NAND-U11562: 882.48841 ps
OR-U11563: 1108.06798 ps
NAND-U11564: 882.84910 ps
NAND-U11565: 848.87714 ps
NAND-U11566: 848.87714 ps
NAND-U11567: 1053.62306 ps
NAND-U11568: 892.82820 ps
NAND-U11569: 339.62589 ps
NAND-U11570: 352.74414 ps
NAND-U11571: 882.48841 ps
OR-U11572: 1108.06798 ps
NAND-U11573: 904.79554 ps
NAND-U11574: 794.88709 ps
NAND-U11575: 830.75198 ps
NAND-U11576: 821.26163 ps
NAND-U11577: 821.26163 ps
OR-U11578: 1135.08481 ps
NAND-U11579: 977.54098 ps
NAND-U11580: 362.60393 ps
OR-U11581: 845.32168 ps
OR-U11582: 1135.08479 ps
NAND-U11583: 973.41862 ps
NAND-U11584: 344.91714 ps
NAND-U11585: 848.87714 ps
NAND-U11586: 848.87714 ps
NAND-U11587: 1053.62306 ps
NAND-U11588: 973.41864 ps
NAND-U11589: 311.02663 ps
NAND-U11590: 882.48841 ps
NAND-U11591: 357.23453 ps
OR-U11592: 1108.06798 ps
NAND-U11593: 973.41791 ps
NAND-U11594: 794.88709 ps
NAND-U11595: 830.75198 ps
NAND-U11596: 821.26163 ps
NAND-U11597: 1053.62306 ps
NAND-U11598: 973.41864 ps
NAND-U11599: 395.79065 ps
OR-U11600: 845.32168 ps
OR-U11601: 1135.08479 ps
NAND-U11602: 973.41862 ps
NAND-U11603: 402.99544 ps
NAND-U11604: 794.88709 ps
NAND-U11605: 830.75198 ps
NAND-U11606: 821.26163 ps
NAND-U11607: 1053.62306 ps
NAND-U11608: 973.41864 ps
NAND-U11609: 427.11850 ps
OR-U11610: 845.32168 ps
OR-U11611: 1135.08479 ps
NAND-U11612: 464.71218 ps
NAND-U11613: 973.41862 ps
OR-U11614: 1107.75905 ps
NAND-U11615: 536.79214 ps
NAND-U11616: 973.41702 ps
NAND-U11617: 848.87714 ps
NAND-U11618: 848.87714 ps
NAND-U11619: 578.00277 ps
OR-U11620: 1135.08481 ps
NAND-U11621: 973.41864 ps
NAND-U11622: 968.02576 ps
NOT-U11623: 688.31926 ps
NOT-U11624: 545.19812 ps
NAND-U11625: 447.81628 ps
NAND-U11626: 864.47998 ps
NAND-U11627: 447.81628 ps
NAND-U11628: 2122.22257 ps
NAND-U11629: 447.81628 ps
NAND-U11630: 447.81628 ps
NAND-U11631: 455.63828 ps
NAND-U11632: 545.19812 ps
NAND-U11633: 688.31926 ps
NAND-U11634: 455.63828 ps
NAND-U11635: 447.81628 ps
NAND-U11636: 1047.17423 ps
NAND-U11637: 688.31926 ps
NAND-U11638: 545.19812 ps
NAND-U11639: 455.63828 ps
NAND-U11640: 447.81628 ps
NAND-U11641: 1047.17423 ps
NAND-U11642: 688.31926 ps
NAND-U11643: 545.19812 ps
NAND-U11644: 455.63828 ps
NAND-U11645: 447.81628 ps
NAND-U11646: 1047.17423 ps
NAND-U11647: 545.19812 ps
NAND-U11648: 688.31926 ps
NAND-U11649: 455.63828 ps
NAND-U11650: 447.81628 ps
NAND-U11651: 1047.17423 ps
NAND-U11652: 545.19812 ps
NAND-U11653: 688.31926 ps
NAND-U11654: 455.63828 ps
NAND-U11655: 447.81628 ps
NAND-U11656: 1047.17423 ps
NAND-U11657: 545.19812 ps
NAND-U11658: 688.31926 ps
NAND-U11659: 455.63828 ps
NAND-U11660: 447.81628 ps
NAND-U11661: 1047.17423 ps
NAND-U11662: 688.31926 ps
NAND-U11663: 545.19812 ps
NAND-U11664: 455.63828 ps
NAND-U11665: 447.81628 ps
NAND-U11666: 1047.17423 ps
NAND-U11667: 545.19812 ps
NAND-U11668: 688.31926 ps
NAND-U11669: 455.63828 ps
NAND-U11670: 447.81628 ps
NAND-U11671: 1047.17423 ps
NOT-U11672: 688.31926 ps
NOT-U11673: 551.08486 ps
NAND-U11674: 453.87589 ps
NAND-U11675: 2090.54037 ps
NAND-U11676: 864.48124 ps
NAND-U11677: 453.87589 ps
NAND-U11678: 2122.22277 ps
NAND-U11679: 453.87589 ps
NAND-U11680: 453.87589 ps
NAND-U11681: 461.69769 ps
NAND-U11682: 551.08486 ps
NAND-U11683: 688.31926 ps
NAND-U11684: 461.69769 ps
NAND-U11685: 453.87589 ps
NAND-U11686: 1047.17423 ps
NAND-U11687: 688.31926 ps
NAND-U11688: 551.08486 ps
NAND-U11689: 461.69769 ps
NAND-U11690: 453.87589 ps
NAND-U11691: 1047.17423 ps
NAND-U11692: 688.31926 ps
NAND-U11693: 551.08486 ps
NAND-U11694: 461.69769 ps
NAND-U11695: 453.87589 ps
NAND-U11696: 1047.17423 ps
NAND-U11697: 551.08486 ps
NAND-U11698: 688.31926 ps
NAND-U11699: 461.69769 ps
NAND-U11700: 453.87589 ps
NAND-U11701: 1047.17423 ps
NAND-U11702: 551.08486 ps
NAND-U11703: 688.31926 ps
NAND-U11704: 461.69769 ps
NAND-U11705: 453.87589 ps
NAND-U11706: 1047.17423 ps
NAND-U11707: 551.08486 ps
NAND-U11708: 688.31926 ps
NAND-U11709: 461.69769 ps
NAND-U11710: 453.87589 ps
NAND-U11711: 1047.17423 ps
NAND-U11712: 688.31926 ps
NAND-U11713: 551.08486 ps
NAND-U11714: 461.69769 ps
NAND-U11715: 453.87589 ps
NAND-U11716: 1047.17423 ps
NAND-U11717: 551.08486 ps
NAND-U11718: 688.31926 ps
NAND-U11719: 461.69769 ps
NAND-U11720: 453.87589 ps
NAND-U11721: 1047.17423 ps
NOT-U11722: 688.31926 ps
NOT-U11723: 545.19812 ps
NAND-U11724: 447.81628 ps
NAND-U11725: 864.47998 ps
NAND-U11726: 447.81628 ps
NAND-U11727: 2122.22257 ps
NAND-U11728: 447.81628 ps
NAND-U11729: 447.81628 ps
NAND-U11730: 455.63828 ps
NAND-U11731: 545.19812 ps
NAND-U11732: 688.31926 ps
NAND-U11733: 455.63828 ps
NAND-U11734: 447.81628 ps
NAND-U11735: 1047.17423 ps
NAND-U11736: 688.31926 ps
NAND-U11737: 545.19812 ps
NAND-U11738: 455.63828 ps
NAND-U11739: 447.81628 ps
NAND-U11740: 1047.17423 ps
NAND-U11741: 688.31926 ps
NAND-U11742: 545.19812 ps
NAND-U11743: 455.63828 ps
NAND-U11744: 447.81628 ps
NAND-U11745: 1047.17423 ps
NAND-U11746: 545.19812 ps
NAND-U11747: 688.31926 ps
NAND-U11748: 455.63828 ps
NAND-U11749: 447.81628 ps
NAND-U11750: 1047.17423 ps
NAND-U11751: 545.19812 ps
NAND-U11752: 688.31926 ps
NAND-U11753: 455.63828 ps
NAND-U11754: 447.81628 ps
NAND-U11755: 1047.17423 ps
NAND-U11756: 545.19812 ps
NAND-U11757: 688.31926 ps
NAND-U11758: 455.63828 ps
NAND-U11759: 447.81628 ps
NAND-U11760: 1047.17423 ps
NAND-U11761: 688.31926 ps
NAND-U11762: 545.19812 ps
NAND-U11763: 455.63828 ps
NAND-U11764: 447.81628 ps
NAND-U11765: 1047.17423 ps
NAND-U11766: 545.19812 ps
NAND-U11767: 688.31926 ps
NAND-U11768: 455.63828 ps
NAND-U11769: 447.81628 ps
NAND-U11770: 1047.17423 ps
NOT-U11771: 2145.02214 ps
NOT-U11772: 673.88720 ps
NOT-U11773: 536.65282 ps
NAND-U11774: 893.30252 ps
NAND-U11775: 479.44648 ps
NAND-U11776: 2151.26961 ps
NAND-U11777: 479.44648 ps
NAND-U11778: 479.44648 ps
NAND-U11779: 426.52019 ps
NAND-U11780: 2053.47644 ps
NAND-U11781: 536.65282 ps
NAND-U11782: 673.88720 ps
NAND-U11783: 426.52019 ps
NAND-U11784: 479.44648 ps
NAND-U11785: 1078.89749 ps
NAND-U11786: 673.88720 ps
NAND-U11787: 536.65282 ps
NAND-U11788: 426.52019 ps
NAND-U11789: 479.44648 ps
NAND-U11790: 1078.89749 ps
NAND-U11791: 673.88720 ps
NAND-U11792: 536.65282 ps
NAND-U11793: 426.52019 ps
NAND-U11794: 479.44648 ps
NAND-U11795: 1078.89749 ps
NAND-U11796: 536.65282 ps
NAND-U11797: 673.88720 ps
NAND-U11798: 426.52019 ps
NAND-U11799: 479.44648 ps
NAND-U11800: 1078.89749 ps
NAND-U11801: 536.65282 ps
NAND-U11802: 673.88720 ps
NAND-U11803: 426.52019 ps
NAND-U11804: 479.44648 ps
NAND-U11805: 1078.89749 ps
NAND-U11806: 536.65282 ps
NAND-U11807: 673.88720 ps
NAND-U11808: 426.52019 ps
NAND-U11809: 479.44648 ps
NAND-U11810: 1078.89749 ps
NAND-U11811: 673.88720 ps
NAND-U11812: 536.65282 ps
NAND-U11813: 426.52019 ps
NAND-U11814: 479.44648 ps
NAND-U11815: 1078.89749 ps
NAND-U11816: 536.65282 ps
NAND-U11817: 673.88720 ps
NAND-U11818: 426.52019 ps
NAND-U11819: 479.44648 ps
NAND-U11820: 1078.89749 ps
NOT-U11821: 688.31926 ps
NOT-U11822: 545.19812 ps
NAND-U11823: 447.81628 ps
NAND-U11824: 864.47998 ps
NAND-U11825: 447.81628 ps
NAND-U11826: 2127.70375 ps
NAND-U11827: 447.81628 ps
NAND-U11828: 447.81628 ps
NAND-U11829: 858.18313 ps
NAND-U11830: 858.18313 ps
NAND-U11831: 455.63828 ps
NAND-U11832: 545.19812 ps
NAND-U11833: 688.31926 ps
NAND-U11834: 455.63828 ps
NAND-U11835: 447.81628 ps
NAND-U11836: 1047.17423 ps
NAND-U11837: 688.31926 ps
NAND-U11838: 545.19812 ps
NAND-U11839: 455.63828 ps
NAND-U11840: 447.81628 ps
NAND-U11841: 1047.17423 ps
NAND-U11842: 688.31926 ps
NAND-U11843: 545.19812 ps
NAND-U11844: 455.63828 ps
NAND-U11845: 447.81628 ps
NAND-U11846: 1047.17423 ps
NAND-U11847: 545.19812 ps
NAND-U11848: 688.31926 ps
NAND-U11849: 455.63828 ps
NAND-U11850: 447.81628 ps
NAND-U11851: 1047.17423 ps
NAND-U11852: 545.19812 ps
NAND-U11853: 688.31926 ps
NAND-U11854: 455.63828 ps
NAND-U11855: 447.81628 ps
NAND-U11856: 1047.17423 ps
NAND-U11857: 545.19812 ps
NAND-U11858: 688.31926 ps
NAND-U11859: 455.63828 ps
NAND-U11860: 447.81628 ps
NAND-U11861: 1047.17423 ps
NAND-U11862: 688.31926 ps
NAND-U11863: 545.19812 ps
NAND-U11864: 455.63828 ps
NAND-U11865: 447.81628 ps
NAND-U11866: 1047.17423 ps
NAND-U11867: 545.19812 ps
NAND-U11868: 688.31926 ps
NAND-U11869: 455.63828 ps
NAND-U11870: 447.81628 ps
NAND-U11871: 1047.17423 ps
NOT-U11872: 688.31926 ps
NOT-U11873: 551.08486 ps
NAND-U11874: 453.87589 ps
NAND-U11875: 864.48124 ps
NAND-U11876: 453.87589 ps
NAND-U11877: 2127.70395 ps
NAND-U11878: 453.87589 ps
NAND-U11879: 453.87589 ps
NAND-U11880: 858.18420 ps
NAND-U11881: 858.18420 ps
NAND-U11882: 461.69769 ps
NAND-U11883: 551.08486 ps
NAND-U11884: 688.31926 ps
NAND-U11885: 461.69769 ps
NAND-U11886: 453.87589 ps
NAND-U11887: 1047.17423 ps
NAND-U11888: 688.31926 ps
NAND-U11889: 551.08486 ps
NAND-U11890: 461.69769 ps
NAND-U11891: 453.87589 ps
NAND-U11892: 1047.17423 ps
NAND-U11893: 688.31926 ps
NAND-U11894: 551.08486 ps
NAND-U11895: 461.69769 ps
NAND-U11896: 453.87589 ps
NAND-U11897: 1047.17423 ps
NAND-U11898: 551.08486 ps
NAND-U11899: 688.31926 ps
NAND-U11900: 461.69769 ps
NAND-U11901: 453.87589 ps
NAND-U11902: 1047.17423 ps
NAND-U11903: 551.08486 ps
NAND-U11904: 688.31926 ps
NAND-U11905: 461.69769 ps
NAND-U11906: 453.87589 ps
NAND-U11907: 1047.17423 ps
NAND-U11908: 551.08486 ps
NAND-U11909: 688.31926 ps
NAND-U11910: 461.69769 ps
NAND-U11911: 453.87589 ps
NAND-U11912: 1047.17423 ps
NAND-U11913: 688.31926 ps
NAND-U11914: 551.08486 ps
NAND-U11915: 461.69769 ps
NAND-U11916: 453.87589 ps
NAND-U11917: 1047.17423 ps
NAND-U11918: 551.08486 ps
NAND-U11919: 688.31926 ps
NAND-U11920: 461.69769 ps
NAND-U11921: 453.87589 ps
NAND-U11922: 1047.17423 ps
NOT-U11923: 2133.47542 ps
NOT-U11924: 673.88720 ps
NOT-U11925: 530.76606 ps
NAND-U11926: 893.30179 ps
NAND-U11927: 473.38917 ps
NAND-U11928: 2162.25489 ps
NAND-U11929: 473.38917 ps
NAND-U11930: 473.38917 ps
NAND-U11931: 420.46399 ps
NAND-U11932: 2053.47644 ps
NAND-U11933: 530.76606 ps
NAND-U11934: 673.88720 ps
NAND-U11935: 420.46399 ps
NAND-U11936: 473.38917 ps
NAND-U11937: 1078.89749 ps
NAND-U11938: 673.88720 ps
NAND-U11939: 530.76606 ps
NAND-U11940: 420.46399 ps
NAND-U11941: 473.38917 ps
NAND-U11942: 1078.89749 ps
NAND-U11943: 673.88720 ps
NAND-U11944: 530.76606 ps
NAND-U11945: 420.46399 ps
NAND-U11946: 473.38917 ps
NAND-U11947: 1078.89749 ps
NAND-U11948: 530.76606 ps
NAND-U11949: 673.88720 ps
NAND-U11950: 420.46399 ps
NAND-U11951: 473.38917 ps
NAND-U11952: 1078.89749 ps
NAND-U11953: 530.76606 ps
NAND-U11954: 673.88720 ps
NAND-U11955: 420.46399 ps
NAND-U11956: 473.38917 ps
NAND-U11957: 1078.89749 ps
NAND-U11958: 530.76606 ps
NAND-U11959: 673.88720 ps
NAND-U11960: 420.46399 ps
NAND-U11961: 473.38917 ps
NAND-U11962: 1078.89749 ps
NAND-U11963: 673.88720 ps
NAND-U11964: 530.76606 ps
NAND-U11965: 420.46399 ps
NAND-U11966: 473.38917 ps
NAND-U11967: 1078.89749 ps
NAND-U11968: 530.76606 ps
NAND-U11969: 673.88720 ps
NAND-U11970: 420.46399 ps
NAND-U11971: 473.38917 ps
NAND-U11972: 1078.89749 ps
NAND-U11973: 488.31887 ps
NAND-U11974: 864.47247 ps
NAND-U11975: 488.31887 ps
NAND-U11976: 2133.20677 ps
NAND-U11977: 488.31887 ps
NAND-U11978: 488.31887 ps
NAND-U11979: 858.17678 ps
NAND-U11980: 858.17678 ps
NAND-U11981: 496.14203 ps
NAND-U11982: 586.73002 ps
NAND-U11983: 682.81289 ps
NAND-U11984: 496.14203 ps
NAND-U11985: 488.31887 ps
NAND-U11986: 1047.17423 ps
NAND-U11987: 682.81289 ps
NAND-U11988: 586.73002 ps
NAND-U11989: 496.14203 ps
NAND-U11990: 488.31887 ps
NAND-U11991: 1047.17423 ps
NAND-U11992: 682.81289 ps
NAND-U11993: 586.73002 ps
NAND-U11994: 496.14203 ps
NAND-U11995: 488.31887 ps
NAND-U11996: 1047.17423 ps
NAND-U11997: 586.73002 ps
NAND-U11998: 682.81289 ps
NAND-U11999: 496.14203 ps
NAND-U12000: 488.31887 ps
NAND-U12001: 1047.17423 ps
NAND-U12002: 586.73002 ps
NAND-U12003: 682.81289 ps
NAND-U12004: 496.14203 ps
NAND-U12005: 488.31887 ps
NAND-U12006: 1047.17423 ps
NAND-U12007: 586.73002 ps
NAND-U12008: 682.81289 ps
NAND-U12009: 496.14203 ps
NAND-U12010: 488.31887 ps
NAND-U12011: 1047.17423 ps
NAND-U12012: 682.81289 ps
NAND-U12013: 586.73002 ps
NAND-U12014: 496.14203 ps
NAND-U12015: 488.31887 ps
NAND-U12016: 1047.17423 ps
